Period,Decile,Gender,Agegroup,Life_Expectancy
2013-2015,9,Male,<1      ,82.07
2013-2015,9,Male,1-4,81.3
2013-2015,9,Male,5-9,77.35
2013-2015,9,Male,10-14,72.37
2013-2015,9,Male,15-19   ,67.41
2013-2015,9,Male,20-24   ,62.48
2013-2015,9,Male,25-29   ,57.6
2013-2015,9,Male,30-34   ,52.71
2013-2015,9,Male,35-39   ,47.85
2013-2015,9,Male,40-44   ,42.99
2013-2015,9,Male,45-49   ,38.18
2013-2015,9,Male,50-54   ,33.42
2013-2015,9,Male,55-59   ,28.78
2013-2015,9,Male,60-64   ,24.28
2013-2015,9,Male,65-69   ,19.97
2013-2015,9,Male,70-74   ,15.9
2013-2015,9,Male,75-79   ,12.18
2013-2015,9,Male,80-84   ,8.89
2013-2015,9,Male,85-89   ,6.25
2013-2015,9,Male,90+     ,4.32
2013-2015,9,Female,<1      ,85.06
2013-2015,9,Female,1-4,84.27
2013-2015,9,Female,5-9,80.31
2013-2015,9,Female,10-14,75.34
2013-2015,9,Female,15-19   ,70.35
2013-2015,9,Female,20-24   ,65.4
2013-2015,9,Female,25-29   ,60.46
2013-2015,9,Female,30-34   ,55.51
2013-2015,9,Female,35-39   ,50.6
2013-2015,9,Female,40-44   ,45.71
2013-2015,9,Female,45-49   ,40.86
2013-2015,9,Female,50-54   ,36.05
2013-2015,9,Female,55-59   ,31.35
2013-2015,9,Female,60-64   ,26.74
2013-2015,9,Female,65-69   ,22.26
2013-2015,9,Female,70-74   ,17.94
2013-2015,9,Female,75-79   ,13.9
2013-2015,9,Female,80-84   ,10.24
2013-2015,9,Female,85-89   ,7.19
2013-2015,9,Female,90+     ,4.9
2013-2015,10,Male,<1      ,83.12
2013-2015,10,Male,1-4,82.35
2013-2015,10,Male,5-9,78.39
2013-2015,10,Male,10-14,73.41
2013-2015,10,Male,15-19   ,68.43
2013-2015,10,Male,20-24   ,63.5
2013-2015,10,Male,25-29   ,58.63
2013-2015,10,Male,30-34   ,53.74
2013-2015,10,Male,35-39   ,48.86
2013-2015,10,Male,40-44   ,43.99
2013-2015,10,Male,45-49   ,39.15
2013-2015,10,Male,50-54   ,34.37
2013-2015,10,Male,55-59   ,29.69
2013-2015,10,Male,60-64   ,25.13
2013-2015,10,Male,65-69   ,20.77
2013-2015,10,Male,70-74   ,16.6
2013-2015,10,Male,75-79   ,12.8
2013-2015,10,Male,80-84   ,9.4
2013-2015,10,Male,85-89   ,6.65
2013-2015,10,Male,90+     ,4.69
2013-2015,10,Female,<1      ,86.07
2013-2015,10,Female,1-4,85.3
2013-2015,10,Female,5-9,81.33
2013-2015,10,Female,10-14,76.35
2013-2015,10,Female,15-19   ,71.38
2013-2015,10,Female,20-24   ,66.41
2013-2015,10,Female,25-29   ,61.47
2013-2015,10,Female,30-34   ,56.54
2013-2015,10,Female,35-39   ,51.63
2013-2015,10,Female,40-44   ,46.72
2013-2015,10,Female,45-49   ,41.85
2013-2015,10,Female,50-54   ,37.02
2013-2015,10,Female,55-59   ,32.26
2013-2015,10,Female,60-64   ,27.62
2013-2015,10,Female,65-69   ,23.09
2013-2015,10,Female,70-74   ,18.72
2013-2015,10,Female,75-79   ,14.6
2013-2015,10,Female,80-84   ,10.82
2013-2015,10,Female,85-89   ,7.67
2013-2015,10,Female,90+     ,5.35
2014-2016,1,Male,<1      ,73.94
2014-2016,1,Male,1-4,73.42
2014-2016,1,Male,5-9,69.49
2014-2016,1,Male,10-14,64.53
2014-2016,1,Male,15-19   ,59.57
2014-2016,1,Male,20-24   ,54.67
2014-2016,1,Male,25-29   ,49.85
2014-2016,1,Male,30-34   ,45.08
2014-2016,1,Male,35-39   ,40.37
2014-2016,1,Male,40-44   ,35.8
2014-2016,1,Male,45-49   ,31.42
2014-2016,1,Male,50-54   ,27.18
2014-2016,1,Male,55-59   ,23.1
2014-2016,1,Male,60-64   ,19.26
2014-2016,1,Male,65-69   ,15.78
2014-2016,1,Male,70-74   ,12.58
2014-2016,1,Male,75-79   ,9.81
2014-2016,1,Male,80-84   ,7.42
2014-2016,1,Male,85-89   ,5.46
2014-2016,1,Male,90+     ,4.07
2014-2016,1,Female,<1      ,78.8
2014-2016,1,Female,1-4,78.23
2014-2016,1,Female,5-9,74.3
2014-2016,1,Female,10-14,69.33
2014-2016,1,Female,15-19   ,64.37
2014-2016,1,Female,20-24   ,59.43
2014-2016,1,Female,25-29   ,54.51
2014-2016,1,Female,30-34   ,49.62
2014-2016,1,Female,35-39   ,44.79
2014-2016,1,Female,40-44   ,40.06
2014-2016,1,Female,45-49   ,35.43
2014-2016,1,Female,50-54   ,30.95
2014-2016,1,Female,55-59   ,26.59
2014-2016,1,Female,60-64   ,22.41
2014-2016,1,Female,65-69   ,18.54
2014-2016,1,Female,70-74   ,14.93
2014-2016,1,Female,75-79   ,11.67
2014-2016,1,Female,80-84   ,8.81
2014-2016,1,Female,85-89   ,6.45
2014-2016,1,Female,90+     ,4.67
2014-2016,2,Male,<1      ,76.08
2014-2016,2,Male,1-4,75.47
2014-2016,2,Male,5-9,71.53
2014-2016,2,Male,10-14,66.57
2014-2016,2,Male,15-19   ,61.61
2014-2016,2,Male,20-24   ,56.71
2014-2016,2,Male,25-29   ,51.88
2014-2016,2,Male,30-34   ,47.06
2014-2016,2,Male,35-39   ,42.28
2014-2016,2,Male,40-44   ,37.57
2014-2016,2,Male,45-49   ,33.01
2014-2016,2,Male,50-54   ,28.6
2014-2016,2,Male,55-59   ,24.35
2014-2016,2,Male,60-64   ,20.34
2014-2016,2,Male,65-69   ,16.62
2014-2016,2,Male,70-74   ,13.21
2014-2016,2,Male,75-79   ,10.19
2014-2016,2,Male,80-84   ,7.59
2014-2016,2,Male,85-89   ,5.52
2014-2016,2,Male,90+     ,3.98
2014-2016,2,Female,<1      ,80.38
2014-2016,2,Female,1-4,79.74
2014-2016,2,Female,5-9,75.79
2014-2016,2,Female,10-14,70.82
2014-2016,2,Female,15-19   ,65.86
2014-2016,2,Female,20-24   ,60.91
2014-2016,2,Female,25-29   ,55.98
2014-2016,2,Female,30-34   ,51.07
2014-2016,2,Female,35-39   ,46.2
2014-2016,2,Female,40-44   ,41.39
2014-2016,2,Female,45-49   ,36.68
2014-2016,2,Female,50-54   ,32.07
2014-2016,2,Female,55-59   ,27.59
2014-2016,2,Female,60-64   ,23.28
2014-2016,2,Female,65-69   ,19.22
2014-2016,2,Female,70-74   ,15.42
2014-2016,2,Female,75-79   ,11.98
2014-2016,2,Female,80-84   ,8.93
2014-2016,2,Female,85-89   ,6.41
2014-2016,2,Female,90+     ,4.49
2014-2016,3,Male,<1      ,77.45
2014-2016,3,Male,1-4,76.78
2014-2016,3,Male,5-9,72.85
2014-2016,3,Male,10-14,67.88
2014-2016,3,Male,15-19   ,62.92
2014-2016,3,Male,20-24   ,58.01
2014-2016,3,Male,25-29   ,53.16
2014-2016,3,Male,30-34   ,48.3
2014-2016,3,Male,35-39   ,43.5
2014-2016,3,Male,40-44   ,38.76
2014-2016,3,Male,45-49   ,34.14
2014-2016,3,Male,50-54   ,29.65
2014-2016,3,Male,55-59   ,25.33
2014-2016,3,Male,60-64   ,21.18
2014-2016,3,Male,65-69   ,17.35
2014-2016,3,Male,70-74   ,13.81
2014-2016,3,Male,75-79   ,10.64
2014-2016,3,Male,80-84   ,7.89
2014-2016,3,Male,85-89   ,5.68
2014-2016,3,Male,90+     ,4.13
2014-2016,3,Female,<1      ,81.64
2014-2016,3,Female,1-4,80.91
2014-2016,3,Female,5-9,76.95
2014-2016,3,Female,10-14,71.98
2014-2016,3,Female,15-19   ,67.02
2014-2016,3,Female,20-24   ,62.07
2014-2016,3,Female,25-29   ,57.13
2014-2016,3,Female,30-34   ,52.21
2014-2016,3,Female,35-39   ,47.32
2014-2016,3,Female,40-44   ,42.5
2014-2016,3,Female,45-49   ,37.74
2014-2016,3,Female,50-54   ,33.07
2014-2016,3,Female,55-59   ,28.53
2014-2016,3,Female,60-64   ,24.15
2014-2016,3,Female,65-69   ,20.01
2014-2016,3,Female,70-74   ,16.04
2014-2016,3,Female,75-79   ,12.47
2014-2016,3,Female,80-84   ,9.22
2014-2016,3,Female,85-89   ,6.64
2014-2016,3,Female,90+     ,4.67
2014-2016,4,Male,<1      ,78.81
2014-2016,4,Male,1-4,78.14
2014-2016,4,Male,5-9,74.19
2014-2016,4,Male,10-14,69.22
2014-2016,4,Male,15-19   ,64.26
2014-2016,4,Male,20-24   ,59.36
2014-2016,4,Male,25-29   ,54.47
2014-2016,4,Male,30-34   ,49.61
2014-2016,4,Male,35-39   ,44.79
2014-2016,4,Male,40-44   ,40.01
2014-2016,4,Male,45-49   ,35.36
2014-2016,4,Male,50-54   ,30.8
2014-2016,4,Male,55-59   ,26.35
2014-2016,4,Male,60-64   ,22.13
2014-2016,4,Male,65-69   ,18.17
2014-2016,4,Male,70-74   ,14.46
2014-2016,4,Male,75-79   ,11.11
2014-2016,4,Male,80-84   ,8.22
2014-2016,4,Male,85-89   ,5.88
2014-2016,4,Male,90+     ,4.21
2014-2016,4,Female,<1      ,82.48
2014-2016,4,Female,1-4,81.76
2014-2016,4,Female,5-9,77.82
2014-2016,4,Female,10-14,72.85
2014-2016,4,Female,15-19   ,67.88
2014-2016,4,Female,20-24   ,62.93
2014-2016,4,Female,25-29   ,57.99
2014-2016,4,Female,30-34   ,53.07
2014-2016,4,Female,35-39   ,48.17
2014-2016,4,Female,40-44   ,43.32
2014-2016,4,Female,45-49   ,38.55
2014-2016,4,Female,50-54   ,33.85
2014-2016,4,Female,55-59   ,29.28
2014-2016,4,Female,60-64   ,24.82
2014-2016,4,Female,65-69   ,20.59
2014-2016,4,Female,70-74   ,16.56
2014-2016,4,Female,75-79   ,12.85
2014-2016,4,Female,80-84   ,9.54
2014-2016,4,Female,85-89   ,6.81
2014-2016,4,Female,90+     ,4.76
2014-2016,5,Male,<1      ,79.69
2014-2016,5,Male,1-4,79
2014-2016,5,Male,5-9,75.04
2014-2016,5,Male,10-14,70.07
2014-2016,5,Male,15-19   ,65.11
2014-2016,5,Male,20-24   ,60.21
2014-2016,5,Male,25-29   ,55.35
2014-2016,5,Male,30-34   ,50.48
2014-2016,5,Male,35-39   ,45.66
2014-2016,5,Male,40-44   ,40.86
2014-2016,5,Male,45-49   ,36.16
2014-2016,5,Male,50-54   ,31.55
2014-2016,5,Male,55-59   ,27.06
2014-2016,5,Male,60-64   ,22.75
2014-2016,5,Male,65-69   ,18.68
2014-2016,5,Male,70-74   ,14.85
2014-2016,5,Male,75-79   ,11.38
2014-2016,5,Male,80-84   ,8.35
2014-2016,5,Male,85-89   ,5.94
2014-2016,5,Male,90+     ,4.15
2014-2016,5,Female,<1      ,83.14
2014-2016,5,Female,1-4,82.42
2014-2016,5,Female,5-9,78.46
2014-2016,5,Female,10-14,73.49
2014-2016,5,Female,15-19   ,68.51
2014-2016,5,Female,20-24   ,63.57
2014-2016,5,Female,25-29   ,58.64
2014-2016,5,Female,30-34   ,53.72
2014-2016,5,Female,35-39   ,48.81
2014-2016,5,Female,40-44   ,43.95
2014-2016,5,Female,45-49   ,39.16
2014-2016,5,Female,50-54   ,34.45
2014-2016,5,Female,55-59   ,29.83
2014-2016,5,Female,60-64   ,25.34
2014-2016,5,Female,65-69   ,21.02
2014-2016,5,Female,70-74   ,16.91
2014-2016,5,Female,75-79   ,13.09
2014-2016,5,Female,80-84   ,9.68
2014-2016,5,Female,85-89   ,6.85
2014-2016,5,Female,90+     ,4.76
2014-2016,6,Male,<1      ,80.46
2014-2016,6,Male,1-4,79.73
2014-2016,6,Male,5-9,75.77
2014-2016,6,Male,10-14,70.8
2014-2016,6,Male,15-19   ,65.82
2014-2016,6,Male,20-24   ,60.92
2014-2016,6,Male,25-29   ,56.05
2014-2016,6,Male,30-34   ,51.2
2014-2016,6,Male,35-39   ,46.36
2014-2016,6,Male,40-44   ,41.56
2014-2016,6,Male,45-49   ,36.83
2014-2016,6,Male,50-54   ,32.19
2014-2016,6,Male,55-59   ,27.63
2014-2016,6,Male,60-64   ,23.26
2014-2016,6,Male,65-69   ,19.11
2014-2016,6,Male,70-74   ,15.21
2014-2016,6,Male,75-79   ,11.63
2014-2016,6,Male,80-84   ,8.53
2014-2016,6,Male,85-89   ,5.99
2014-2016,6,Male,90+     ,4.19
2014-2016,6,Female,<1      ,83.7
2014-2016,6,Female,1-4,82.94
2014-2016,6,Female,5-9,78.97
2014-2016,6,Female,10-14,74
2014-2016,6,Female,15-19   ,69.02
2014-2016,6,Female,20-24   ,64.08
2014-2016,6,Female,25-29   ,59.13
2014-2016,6,Female,30-34   ,54.2
2014-2016,6,Female,35-39   ,49.31
2014-2016,6,Female,40-44   ,44.43
2014-2016,6,Female,45-49   ,39.62
2014-2016,6,Female,50-54   ,34.89
2014-2016,6,Female,55-59   ,30.23
2014-2016,6,Female,60-64   ,25.72
2014-2016,6,Female,65-69   ,21.35
2014-2016,6,Female,70-74   ,17.16
2014-2016,6,Female,75-79   ,13.26
2014-2016,6,Female,80-84   ,9.78
2014-2016,6,Female,85-89   ,6.87
2014-2016,6,Female,90+     ,4.69
2014-2016,7,Male,<1      ,81.1
2014-2016,7,Male,1-4,80.38
2014-2016,7,Male,5-9,76.42
2014-2016,7,Male,10-14,71.45
2014-2016,7,Male,15-19   ,66.48
2014-2016,7,Male,20-24   ,61.56
2014-2016,7,Male,25-29   ,56.68
2014-2016,7,Male,30-34   ,51.82
2014-2016,7,Male,35-39   ,46.97
2014-2016,7,Male,40-44   ,42.15
2014-2016,7,Male,45-49   ,37.39
2014-2016,7,Male,50-54   ,32.68
2014-2016,7,Male,55-59   ,28.08
2014-2016,7,Male,60-64   ,23.64
2014-2016,7,Male,65-69   ,19.46
2014-2016,7,Male,70-74   ,15.46
2014-2016,7,Male,75-79   ,11.81
2014-2016,7,Male,80-84   ,8.63
2014-2016,7,Male,85-89   ,6.06
2014-2016,7,Male,90+     ,4.23
2014-2016,7,Female,<1      ,84.27
2014-2016,7,Female,1-4,83.49
2014-2016,7,Female,5-9,79.52
2014-2016,7,Female,10-14,74.55
2014-2016,7,Female,15-19   ,69.57
2014-2016,7,Female,20-24   ,64.63
2014-2016,7,Female,25-29   ,59.67
2014-2016,7,Female,30-34   ,54.74
2014-2016,7,Female,35-39   ,49.81
2014-2016,7,Female,40-44   ,44.94
2014-2016,7,Female,45-49   ,40.13
2014-2016,7,Female,50-54   ,35.37
2014-2016,7,Female,55-59   ,30.68
2014-2016,7,Female,60-64   ,26.13
2014-2016,7,Female,65-69   ,21.72
2014-2016,7,Female,70-74   ,17.49
2014-2016,7,Female,75-79   ,13.53
2014-2016,7,Female,80-84   ,9.96
2014-2016,7,Female,85-89   ,7
2014-2016,7,Female,90+     ,4.8
2014-2016,8,Male,<1      ,81.56
2014-2016,8,Male,1-4,80.82
2014-2016,8,Male,5-9,76.87
2014-2016,8,Male,10-14,71.89
2014-2016,8,Male,15-19   ,66.92
2014-2016,8,Male,20-24   ,62.01
2014-2016,8,Male,25-29   ,57.13
2014-2016,8,Male,30-34   ,52.26
2014-2016,8,Male,35-39   ,47.39
2014-2016,8,Male,40-44   ,42.57
2014-2016,8,Male,45-49   ,37.78
2014-2016,8,Male,50-54   ,33.07
2014-2016,8,Male,55-59   ,28.45
2014-2016,8,Male,60-64   ,23.97
2014-2016,8,Male,65-69   ,19.72
2014-2016,8,Male,70-74   ,15.71
2014-2016,8,Male,75-79   ,12.04
2014-2016,8,Male,80-84   ,8.82
2014-2016,8,Male,85-89   ,6.23
2014-2016,8,Male,90+     ,4.32
2014-2016,8,Female,<1      ,84.61
2014-2016,8,Female,1-4,83.83
2014-2016,8,Female,5-9,79.86
2014-2016,8,Female,10-14,74.88
2014-2016,8,Female,15-19   ,69.9
2014-2016,8,Female,20-24   ,64.96
2014-2016,8,Female,25-29   ,60.03
2014-2016,8,Female,30-34   ,55.1
2014-2016,8,Female,35-39   ,50.18
2014-2016,8,Female,40-44   ,45.3
2014-2016,8,Female,45-49   ,40.45
2014-2016,8,Female,50-54   ,35.68
2014-2016,8,Female,55-59   ,30.99
2014-2016,8,Female,60-64   ,26.41
2014-2016,8,Female,65-69   ,21.98
2014-2016,8,Female,70-74   ,17.71
2014-2016,8,Female,75-79   ,13.71
2014-2016,8,Female,80-84   ,10.11
2014-2016,8,Female,85-89   ,7.08
2014-2016,8,Female,90+     ,4.82
2014-2016,9,Male,<1      ,82.17
2014-2016,9,Male,1-4,81.4
2014-2016,9,Male,5-9,77.45
2014-2016,9,Male,10-14,72.47
2014-2016,9,Male,15-19   ,67.5
2014-2016,9,Male,20-24   ,62.58
2014-2016,9,Male,25-29   ,57.7
2014-2016,9,Male,30-34   ,52.81
2014-2016,9,Male,35-39   ,47.94
2014-2016,9,Male,40-44   ,43.08
2014-2016,9,Male,45-49   ,38.27
2014-2016,9,Male,50-54   ,33.53
2014-2016,9,Male,55-59   ,28.88
2014-2016,9,Male,60-64   ,24.36
2014-2016,9,Male,65-69   ,20.05
2014-2016,9,Male,70-74   ,16
2014-2016,9,Male,75-79   ,12.26
2014-2016,9,Male,80-84   ,8.97
2014-2016,9,Male,85-89   ,6.3
2014-2016,9,Male,90+     ,4.4
2014-2016,9,Female,<1      ,85.13
2014-2016,9,Female,1-4,84.35
2014-2016,9,Female,5-9,80.4
2014-2016,9,Female,10-14,75.41
2014-2016,9,Female,15-19   ,70.43
2014-2016,9,Female,20-24   ,65.47
2014-2016,9,Female,25-29   ,60.53
2014-2016,9,Female,30-34   ,55.59
2014-2016,9,Female,35-39   ,50.69
2014-2016,9,Female,40-44   ,45.79
2014-2016,9,Female,45-49   ,40.94
2014-2016,9,Female,50-54   ,36.14
2014-2016,9,Female,55-59   ,31.44
2014-2016,9,Female,60-64   ,26.83
2014-2016,9,Female,65-69   ,22.36
2014-2016,9,Female,70-74   ,18.05
2014-2016,9,Female,75-79   ,14.01
2014-2016,9,Female,80-84   ,10.34
2014-2016,9,Female,85-89   ,7.27
2014-2016,9,Female,90+     ,4.99
2014-2016,10,Male,<1      ,83.27
2014-2016,10,Male,1-4,82.5
2014-2016,10,Male,5-9,78.53
2014-2016,10,Male,10-14,73.55
2014-2016,10,Male,15-19   ,68.57
2014-2016,10,Male,20-24   ,63.64
2014-2016,10,Male,25-29   ,58.78
2014-2016,10,Male,30-34   ,53.9
2014-2016,10,Male,35-39   ,49.02
2014-2016,10,Male,40-44   ,44.15
2014-2016,10,Male,45-49   ,39.31
2014-2016,10,Male,50-54   ,34.52
2014-2016,10,Male,55-59   ,29.84
2014-2016,10,Male,60-64   ,25.27
2014-2016,10,Male,65-69   ,20.9
2014-2016,10,Male,70-74   ,16.74
2014-2016,10,Male,75-79   ,12.91
2014-2016,10,Male,80-84   ,9.52
2014-2016,10,Male,85-89   ,6.75
2014-2016,10,Male,90+     ,4.79
2014-2016,10,Female,<1      ,86.2
2014-2016,10,Female,1-4,85.41
2014-2016,10,Female,5-9,81.45
2014-2016,10,Female,10-14,76.47
2014-2016,10,Female,15-19   ,71.5
2014-2016,10,Female,20-24   ,66.54
2014-2016,10,Female,25-29   ,61.6
2014-2016,10,Female,30-34   ,56.66
2014-2016,10,Female,35-39   ,51.74
2014-2016,10,Female,40-44   ,46.84
2014-2016,10,Female,45-49   ,41.96
2014-2016,10,Female,50-54   ,37.12
2014-2016,10,Female,55-59   ,32.38
2014-2016,10,Female,60-64   ,27.74
2014-2016,10,Female,65-69   ,23.2
2014-2016,10,Female,70-74   ,18.83
2014-2016,10,Female,75-79   ,14.68
2014-2016,10,Female,80-84   ,10.9
2014-2016,10,Female,85-89   ,7.75
2014-2016,10,Female,90+     ,5.41
2015-2017,1,Male,<1      ,73.97
2015-2017,1,Male,1-4,73.45
2015-2017,1,Male,5-9,69.52
2015-2017,1,Male,10-14,64.56
2015-2017,1,Male,15-19   ,59.6
2015-2017,1,Male,20-24   ,54.71
2015-2017,1,Male,25-29   ,49.88
2015-2017,1,Male,30-34   ,45.1
2015-2017,1,Male,35-39   ,40.38
2015-2017,1,Male,40-44   ,35.8
2015-2017,1,Male,45-49   ,31.42
2015-2017,1,Male,50-54   ,27.17
2015-2017,1,Male,55-59   ,23.09
2015-2017,1,Male,60-64   ,19.25
2015-2017,1,Male,65-69   ,15.76
2015-2017,1,Male,70-74   ,12.59
2015-2017,1,Male,75-79   ,9.8
2015-2017,1,Male,80-84   ,7.41
2015-2017,1,Male,85-89   ,5.45
2015-2017,1,Male,90+     ,4.05
2015-2017,1,Female,<1      ,78.73
2015-2017,1,Female,1-4,78.15
2015-2017,1,Female,5-9,74.21
2015-2017,1,Female,10-14,69.24
2015-2017,1,Female,15-19   ,64.28
2015-2017,1,Female,20-24   ,59.35
2015-2017,1,Female,25-29   ,54.42
2015-2017,1,Female,30-34   ,49.52
2015-2017,1,Female,35-39   ,44.69
2015-2017,1,Female,40-44   ,39.95
2015-2017,1,Female,45-49   ,35.32
2015-2017,1,Female,50-54   ,30.82
2015-2017,1,Female,55-59   ,26.48
2015-2017,1,Female,60-64   ,22.28
2015-2017,1,Female,65-69   ,18.38
2015-2017,1,Female,70-74   ,14.77
2015-2017,1,Female,75-79   ,11.53
2015-2017,1,Female,80-84   ,8.69
2015-2017,1,Female,85-89   ,6.33
2015-2017,1,Female,90+     ,4.52
2015-2017,2,Male,<1      ,76.12
2015-2017,2,Male,1-4,75.52
2015-2017,2,Male,5-9,71.57
2015-2017,2,Male,10-14,66.62
2015-2017,2,Male,15-19   ,61.65
2015-2017,2,Male,20-24   ,56.75
2015-2017,2,Male,25-29   ,51.9
2015-2017,2,Male,30-34   ,47.07
2015-2017,2,Male,35-39   ,42.29
2015-2017,2,Male,40-44   ,37.59
2015-2017,2,Male,45-49   ,33.03
2015-2017,2,Male,50-54   ,28.62
2015-2017,2,Male,55-59   ,24.39
2015-2017,2,Male,60-64   ,20.37
2015-2017,2,Male,65-69   ,16.64
2015-2017,2,Male,70-74   ,13.23
2015-2017,2,Male,75-79   ,10.18
2015-2017,2,Male,80-84   ,7.6
2015-2017,2,Male,85-89   ,5.52
2015-2017,2,Male,90+     ,3.92
2015-2017,2,Female,<1      ,80.32
2015-2017,2,Female,1-4,79.68
2015-2017,2,Female,5-9,75.74
2015-2017,2,Female,10-14,70.76
2015-2017,2,Female,15-19   ,65.8
2015-2017,2,Female,20-24   ,60.84
2015-2017,2,Female,25-29   ,55.91
2015-2017,2,Female,30-34   ,50.99
2015-2017,2,Female,35-39   ,46.11
2015-2017,2,Female,40-44   ,41.3
2015-2017,2,Female,45-49   ,36.6
2015-2017,2,Female,50-54   ,31.99
2015-2017,2,Female,55-59   ,27.49
2015-2017,2,Female,60-64   ,23.18
2015-2017,2,Female,65-69   ,19.11
2015-2017,2,Female,70-74   ,15.32
2015-2017,2,Female,75-79   ,11.85
2015-2017,2,Female,80-84   ,8.81
2015-2017,2,Female,85-89   ,6.27
