Period,Decile,Gender,Agegroup,Life_Expectancy
2015-2017,2,Female,90+     ,4.34
2015-2017,3,Male,<1      ,77.47
2015-2017,3,Male,1-4,76.83
2015-2017,3,Male,5-9,72.89
2015-2017,3,Male,10-14,67.92
2015-2017,3,Male,15-19   ,62.95
2015-2017,3,Male,20-24   ,58.04
2015-2017,3,Male,25-29   ,53.18
2015-2017,3,Male,30-34   ,48.33
2015-2017,3,Male,35-39   ,43.52
2015-2017,3,Male,40-44   ,38.77
2015-2017,3,Male,45-49   ,34.15
2015-2017,3,Male,50-54   ,29.66
2015-2017,3,Male,55-59   ,25.33
2015-2017,3,Male,60-64   ,21.18
2015-2017,3,Male,65-69   ,17.34
2015-2017,3,Male,70-74   ,13.81
2015-2017,3,Male,75-79   ,10.62
2015-2017,3,Male,80-84   ,7.86
2015-2017,3,Male,85-89   ,5.67
2015-2017,3,Male,90+     ,4.08
2015-2017,3,Female,<1      ,81.57
2015-2017,3,Female,1-4,80.87
2015-2017,3,Female,5-9,76.92
2015-2017,3,Female,10-14,71.94
2015-2017,3,Female,15-19   ,66.97
2015-2017,3,Female,20-24   ,62.03
2015-2017,3,Female,25-29   ,57.08
2015-2017,3,Female,30-34   ,52.15
2015-2017,3,Female,35-39   ,47.26
2015-2017,3,Female,40-44   ,42.43
2015-2017,3,Female,45-49   ,37.69
2015-2017,3,Female,50-54   ,33.01
2015-2017,3,Female,55-59   ,28.48
2015-2017,3,Female,60-64   ,24.11
2015-2017,3,Female,65-69   ,19.96
2015-2017,3,Female,70-74   ,16.02
2015-2017,3,Female,75-79   ,12.41
2015-2017,3,Female,80-84   ,9.2
2015-2017,3,Female,85-89   ,6.57
2015-2017,3,Female,90+     ,4.56
2015-2017,4,Male,<1      ,78.76
2015-2017,4,Male,1-4,78.11
2015-2017,4,Male,5-9,74.16
2015-2017,4,Male,10-14,69.19
2015-2017,4,Male,15-19   ,64.22
2015-2017,4,Male,20-24   ,59.31
2015-2017,4,Male,25-29   ,54.42
2015-2017,4,Male,30-34   ,49.56
2015-2017,4,Male,35-39   ,44.74
2015-2017,4,Male,40-44   ,39.97
2015-2017,4,Male,45-49   ,35.31
2015-2017,4,Male,50-54   ,30.75
2015-2017,4,Male,55-59   ,26.32
2015-2017,4,Male,60-64   ,22.08
2015-2017,4,Male,65-69   ,18.13
2015-2017,4,Male,70-74   ,14.42
2015-2017,4,Male,75-79   ,11.06
2015-2017,4,Male,80-84   ,8.18
2015-2017,4,Male,85-89   ,5.83
2015-2017,4,Male,90+     ,4.14
2015-2017,4,Female,<1      ,82.52
2015-2017,4,Female,1-4,81.8
2015-2017,4,Female,5-9,77.84
2015-2017,4,Female,10-14,72.87
2015-2017,4,Female,15-19   ,67.89
2015-2017,4,Female,20-24   ,62.95
2015-2017,4,Female,25-29   ,58.01
2015-2017,4,Female,30-34   ,53.08
2015-2017,4,Female,35-39   ,48.18
2015-2017,4,Female,40-44   ,43.32
2015-2017,4,Female,45-49   ,38.55
2015-2017,4,Female,50-54   ,33.86
2015-2017,4,Female,55-59   ,29.29
2015-2017,4,Female,60-64   ,24.83
2015-2017,4,Female,65-69   ,20.58
2015-2017,4,Female,70-74   ,16.55
2015-2017,4,Female,75-79   ,12.81
2015-2017,4,Female,80-84   ,9.49
2015-2017,4,Female,85-89   ,6.73
2015-2017,4,Female,90+     ,4.63
2015-2017,5,Male,<1      ,79.7
2015-2017,5,Male,1-4,79.01
2015-2017,5,Male,5-9,75.06
2015-2017,5,Male,10-14,70.09
2015-2017,5,Male,15-19   ,65.12
2015-2017,5,Male,20-24   ,60.22
2015-2017,5,Male,25-29   ,55.35
2015-2017,5,Male,30-34   ,50.49
2015-2017,5,Male,35-39   ,45.65
2015-2017,5,Male,40-44   ,40.86
2015-2017,5,Male,45-49   ,36.16
2015-2017,5,Male,50-54   ,31.56
2015-2017,5,Male,55-59   ,27.06
2015-2017,5,Male,60-64   ,22.76
2015-2017,5,Male,65-69   ,18.69
2015-2017,5,Male,70-74   ,14.87
2015-2017,5,Male,75-79   ,11.35
2015-2017,5,Male,80-84   ,8.34
2015-2017,5,Male,85-89   ,5.91
2015-2017,5,Male,90+     ,4.11
2015-2017,5,Female,<1      ,83.08
2015-2017,5,Female,1-4,82.36
2015-2017,5,Female,5-9,78.39
2015-2017,5,Female,10-14,73.41
2015-2017,5,Female,15-19   ,68.43
2015-2017,5,Female,20-24   ,63.48
2015-2017,5,Female,25-29   ,58.55
2015-2017,5,Female,30-34   ,53.62
2015-2017,5,Female,35-39   ,48.73
2015-2017,5,Female,40-44   ,43.87
2015-2017,5,Female,45-49   ,39.07
2015-2017,5,Female,50-54   ,34.37
2015-2017,5,Female,55-59   ,29.75
2015-2017,5,Female,60-64   ,25.25
2015-2017,5,Female,65-69   ,20.94
2015-2017,5,Female,70-74   ,16.83
2015-2017,5,Female,75-79   ,12.99
2015-2017,5,Female,80-84   ,9.56
2015-2017,5,Female,85-89   ,6.71
2015-2017,5,Female,90+     ,4.6
2015-2017,6,Male,<1      ,80.45
2015-2017,6,Male,1-4,79.72
2015-2017,6,Male,5-9,75.76
2015-2017,6,Male,10-14,70.78
2015-2017,6,Male,15-19   ,65.8
2015-2017,6,Male,20-24   ,60.89
2015-2017,6,Male,25-29   ,56.03
2015-2017,6,Male,30-34   ,51.17
2015-2017,6,Male,35-39   ,46.32
2015-2017,6,Male,40-44   ,41.52
2015-2017,6,Male,45-49   ,36.79
2015-2017,6,Male,50-54   ,32.14
2015-2017,6,Male,55-59   ,27.59
2015-2017,6,Male,60-64   ,23.21
2015-2017,6,Male,65-69   ,19.07
2015-2017,6,Male,70-74   ,15.17
2015-2017,6,Male,75-79   ,11.59
2015-2017,6,Male,80-84   ,8.48
2015-2017,6,Male,85-89   ,5.94
2015-2017,6,Male,90+     ,4.12
2015-2017,6,Female,<1      ,83.7
2015-2017,6,Female,1-4,82.95
2015-2017,6,Female,5-9,78.99
2015-2017,6,Female,10-14,74.01
2015-2017,6,Female,15-19   ,69.03
2015-2017,6,Female,20-24   ,64.09
2015-2017,6,Female,25-29   ,59.15
2015-2017,6,Female,30-34   ,54.22
2015-2017,6,Female,35-39   ,49.32
2015-2017,6,Female,40-44   ,44.44
2015-2017,6,Female,45-49   ,39.62
2015-2017,6,Female,50-54   ,34.89
2015-2017,6,Female,55-59   ,30.24
2015-2017,6,Female,60-64   ,25.71
2015-2017,6,Female,65-69   ,21.31
2015-2017,6,Female,70-74   ,17.15
2015-2017,6,Female,75-79   ,13.23
2015-2017,6,Female,80-84   ,9.76
2015-2017,6,Female,85-89   ,6.82
2015-2017,6,Female,90+     ,4.61
2015-2017,7,Male,<1      ,81.09
2015-2017,7,Male,1-4,80.38
2015-2017,7,Male,5-9,76.41
2015-2017,7,Male,10-14,71.44
2015-2017,7,Male,15-19   ,66.46
2015-2017,7,Male,20-24   ,61.55
2015-2017,7,Male,25-29   ,56.67
2015-2017,7,Male,30-34   ,51.8
2015-2017,7,Male,35-39   ,46.96
2015-2017,7,Male,40-44   ,42.14
2015-2017,7,Male,45-49   ,37.39
2015-2017,7,Male,50-54   ,32.7
2015-2017,7,Male,55-59   ,28.12
2015-2017,7,Male,60-64   ,23.67
2015-2017,7,Male,65-69   ,19.46
2015-2017,7,Male,70-74   ,15.47
2015-2017,7,Male,75-79   ,11.8
2015-2017,7,Male,80-84   ,8.61
2015-2017,7,Male,85-89   ,6.04
2015-2017,7,Male,90+     ,4.14
2015-2017,7,Female,<1      ,84.24
2015-2017,7,Female,1-4,83.46
2015-2017,7,Female,5-9,79.49
2015-2017,7,Female,10-14,74.52
2015-2017,7,Female,15-19   ,69.55
2015-2017,7,Female,20-24   ,64.6
2015-2017,7,Female,25-29   ,59.64
2015-2017,7,Female,30-34   ,54.7
2015-2017,7,Female,35-39   ,49.8
2015-2017,7,Female,40-44   ,44.92
2015-2017,7,Female,45-49   ,40.09
2015-2017,7,Female,50-54   ,35.33
2015-2017,7,Female,55-59   ,30.65
2015-2017,7,Female,60-64   ,26.09
2015-2017,7,Female,65-69   ,21.67
2015-2017,7,Female,70-74   ,17.44
2015-2017,7,Female,75-79   ,13.45
2015-2017,7,Female,80-84   ,9.88
2015-2017,7,Female,85-89   ,6.9
2015-2017,7,Female,90+     ,4.65
2015-2017,8,Male,<1      ,81.58
2015-2017,8,Male,1-4,80.85
2015-2017,8,Male,5-9,76.89
2015-2017,8,Male,10-14,71.91
2015-2017,8,Male,15-19   ,66.94
2015-2017,8,Male,20-24   ,62.03
2015-2017,8,Male,25-29   ,57.16
2015-2017,8,Male,30-34   ,52.29
2015-2017,8,Male,35-39   ,47.41
2015-2017,8,Male,40-44   ,42.58
2015-2017,8,Male,45-49   ,37.8
2015-2017,8,Male,50-54   ,33.1
2015-2017,8,Male,55-59   ,28.47
2015-2017,8,Male,60-64   ,24
2015-2017,8,Male,65-69   ,19.74
2015-2017,8,Male,70-74   ,15.73
2015-2017,8,Male,75-79   ,12.03
2015-2017,8,Male,80-84   ,8.83
2015-2017,8,Male,85-89   ,6.18
2015-2017,8,Male,90+     ,4.25
2015-2017,8,Female,<1      ,84.63
2015-2017,8,Female,1-4,83.84
2015-2017,8,Female,5-9,79.87
2015-2017,8,Female,10-14,74.89
2015-2017,8,Female,15-19   ,69.92
2015-2017,8,Female,20-24   ,64.97
2015-2017,8,Female,25-29   ,60.03
2015-2017,8,Female,30-34   ,55.11
2015-2017,8,Female,35-39   ,50.2
2015-2017,8,Female,40-44   ,45.31
2015-2017,8,Female,45-49   ,40.46
2015-2017,8,Female,50-54   ,35.69
2015-2017,8,Female,55-59   ,31
2015-2017,8,Female,60-64   ,26.41
2015-2017,8,Female,65-69   ,21.96
2015-2017,8,Female,70-74   ,17.68
2015-2017,8,Female,75-79   ,13.67
2015-2017,8,Female,80-84   ,10.05
2015-2017,8,Female,85-89   ,7.02
2015-2017,8,Female,90+     ,4.76
2015-2017,9,Male,<1      ,82.24
2015-2017,9,Male,1-4,81.49
2015-2017,9,Male,5-9,77.53
2015-2017,9,Male,10-14,72.55
2015-2017,9,Male,15-19   ,67.57
2015-2017,9,Male,20-24   ,62.65
2015-2017,9,Male,25-29   ,57.79
2015-2017,9,Male,30-34   ,52.89
2015-2017,9,Male,35-39   ,48.03
2015-2017,9,Male,40-44   ,43.17
2015-2017,9,Male,45-49   ,38.36
2015-2017,9,Male,50-54   ,33.6
2015-2017,9,Male,55-59   ,28.95
2015-2017,9,Male,60-64   ,24.42
2015-2017,9,Male,65-69   ,20.11
2015-2017,9,Male,70-74   ,16.05
2015-2017,9,Male,75-79   ,12.28
2015-2017,9,Male,80-84   ,9
2015-2017,9,Male,85-89   ,6.32
2015-2017,9,Male,90+     ,4.4
2015-2017,9,Female,<1      ,85.14
2015-2017,9,Female,1-4,84.37
2015-2017,9,Female,5-9,80.41
2015-2017,9,Female,10-14,75.42
2015-2017,9,Female,15-19   ,70.44
2015-2017,9,Female,20-24   ,65.48
2015-2017,9,Female,25-29   ,60.53
2015-2017,9,Female,30-34   ,55.6
2015-2017,9,Female,35-39   ,50.69
2015-2017,9,Female,40-44   ,45.8
2015-2017,9,Female,45-49   ,40.94
2015-2017,9,Female,50-54   ,36.14
2015-2017,9,Female,55-59   ,31.44
2015-2017,9,Female,60-64   ,26.82
2015-2017,9,Female,65-69   ,22.35
2015-2017,9,Female,70-74   ,18.05
2015-2017,9,Female,75-79   ,13.98
2015-2017,9,Female,80-84   ,10.31
2015-2017,9,Female,85-89   ,7.22
2015-2017,9,Female,90+     ,4.93
2015-2017,10,Male,<1      ,83.32
2015-2017,10,Male,1-4,82.56
2015-2017,10,Male,5-9,78.59
2015-2017,10,Male,10-14,73.61
2015-2017,10,Male,15-19   ,68.64
2015-2017,10,Male,20-24   ,63.71
2015-2017,10,Male,25-29   ,58.84
2015-2017,10,Male,30-34   ,53.96
2015-2017,10,Male,35-39   ,49.08
2015-2017,10,Male,40-44   ,44.21
2015-2017,10,Male,45-49   ,39.37
2015-2017,10,Male,50-54   ,34.59
2015-2017,10,Male,55-59   ,29.89
2015-2017,10,Male,60-64   ,25.3
2015-2017,10,Male,65-69   ,20.92
2015-2017,10,Male,70-74   ,16.76
2015-2017,10,Male,75-79   ,12.92
2015-2017,10,Male,80-84   ,9.53
2015-2017,10,Male,85-89   ,6.72
2015-2017,10,Male,90+     ,4.72
2015-2017,10,Female,<1      ,86.22
2015-2017,10,Female,1-4,85.42
2015-2017,10,Female,5-9,81.44
2015-2017,10,Female,10-14,76.47
2015-2017,10,Female,15-19   ,71.49
2015-2017,10,Female,20-24   ,66.53
2015-2017,10,Female,25-29   ,61.59
2015-2017,10,Female,30-34   ,56.65
2015-2017,10,Female,35-39   ,51.72
2015-2017,10,Female,40-44   ,46.81
2015-2017,10,Female,45-49   ,41.94
2015-2017,10,Female,50-54   ,37.11
2015-2017,10,Female,55-59   ,32.37
2015-2017,10,Female,60-64   ,27.73
2015-2017,10,Female,65-69   ,23.19
2015-2017,10,Female,70-74   ,18.82
2015-2017,10,Female,75-79   ,14.64
2015-2017,10,Female,80-84   ,10.86
2015-2017,10,Female,85-89   ,7.65
2015-2017,10,Female,90+     ,5.28
2016-2018,1,Male,<1      ,73.89
2016-2018,1,Male,1-4,73.37
2016-2018,1,Male,5-9,69.44
2016-2018,1,Male,10-14,64.47
2016-2018,1,Male,15-19   ,59.52
2016-2018,1,Male,20-24   ,54.63
2016-2018,1,Male,25-29   ,49.82
2016-2018,1,Male,30-34   ,45.04
2016-2018,1,Male,35-39   ,40.34
2016-2018,1,Male,40-44   ,35.78
2016-2018,1,Male,45-49   ,31.41
2016-2018,1,Male,50-54   ,27.2
2016-2018,1,Male,55-59   ,23.15
2016-2018,1,Male,60-64   ,19.31
2016-2018,1,Male,65-69   ,15.78
2016-2018,1,Male,70-74   ,12.62
2016-2018,1,Male,75-79   ,9.83
2016-2018,1,Male,80-84   ,7.44
2016-2018,1,Male,85-89   ,5.49
2016-2018,1,Male,90+     ,4.09
2016-2018,1,Female,<1      ,78.6
2016-2018,1,Female,1-4,78.01
2016-2018,1,Female,5-9,74.07
2016-2018,1,Female,10-14,69.1
2016-2018,1,Female,15-19   ,64.13
2016-2018,1,Female,20-24   ,59.19
2016-2018,1,Female,25-29   ,54.26
2016-2018,1,Female,30-34   ,49.38
2016-2018,1,Female,35-39   ,44.55
2016-2018,1,Female,40-44   ,39.81
2016-2018,1,Female,45-49   ,35.19
2016-2018,1,Female,50-54   ,30.71
2016-2018,1,Female,55-59   ,26.36
2016-2018,1,Female,60-64   ,22.2
2016-2018,1,Female,65-69   ,18.33
2016-2018,1,Female,70-74   ,14.74
2016-2018,1,Female,75-79   ,11.5
2016-2018,1,Female,80-84   ,8.67
2016-2018,1,Female,85-89   ,6.26
2016-2018,1,Female,90+     ,4.42
2016-2018,2,Male,<1      ,76.15
2016-2018,2,Male,1-4,75.53
2016-2018,2,Male,5-9,71.59
2016-2018,2,Male,10-14,66.62
2016-2018,2,Male,15-19   ,61.66
2016-2018,2,Male,20-24   ,56.78
2016-2018,2,Male,25-29   ,51.94
2016-2018,2,Male,30-34   ,47.13
2016-2018,2,Male,35-39   ,42.37
2016-2018,2,Male,40-44   ,37.66
2016-2018,2,Male,45-49   ,33.12
2016-2018,2,Male,50-54   ,28.71
2016-2018,2,Male,55-59   ,24.48
2016-2018,2,Male,60-64   ,20.46
2016-2018,2,Male,65-69   ,16.72
2016-2018,2,Male,70-74   ,13.32
2016-2018,2,Male,75-79   ,10.27
2016-2018,2,Male,80-84   ,7.66
2016-2018,2,Male,85-89   ,5.51
2016-2018,2,Male,90+     ,3.99
2016-2018,2,Female,<1      ,80.45
2016-2018,2,Female,1-4,79.8
2016-2018,2,Female,5-9,75.85
2016-2018,2,Female,10-14,70.88
2016-2018,2,Female,15-19   ,65.92
2016-2018,2,Female,20-24   ,60.97
2016-2018,2,Female,25-29   ,56.05
2016-2018,2,Female,30-34   ,51.13
2016-2018,2,Female,35-39   ,46.25
2016-2018,2,Female,40-44   ,41.45
2016-2018,2,Female,45-49   ,36.72
2016-2018,2,Female,50-54   ,32.11
2016-2018,2,Female,55-59   ,27.63
2016-2018,2,Female,60-64   ,23.31
2016-2018,2,Female,65-69   ,19.22
2016-2018,2,Female,70-74   ,15.4
2016-2018,2,Female,75-79   ,11.92
2016-2018,2,Female,80-84   ,8.85
2016-2018,2,Female,85-89   ,6.29
2016-2018,2,Female,90+     ,4.38
2016-2018,3,Male,<1      ,77.65
2016-2018,3,Male,1-4,77.01
2016-2018,3,Male,5-9,73.06
2016-2018,3,Male,10-14,68.09
2016-2018,3,Male,15-19   ,63.12
2016-2018,3,Male,20-24   ,58.21
2016-2018,3,Male,25-29   ,53.34
2016-2018,3,Male,30-34   ,48.48
2016-2018,3,Male,35-39   ,43.68
2016-2018,3,Male,40-44   ,38.93
2016-2018,3,Male,45-49   ,34.3
2016-2018,3,Male,50-54   ,29.81
2016-2018,3,Male,55-59   ,25.47
2016-2018,3,Male,60-64   ,21.33
2016-2018,3,Male,65-69   ,17.46
2016-2018,3,Male,70-74   ,13.93
2016-2018,3,Male,75-79   ,10.68
2016-2018,3,Male,80-84   ,7.94
2016-2018,3,Male,85-89   ,5.71
2016-2018,3,Male,90+     ,4.09
2016-2018,3,Female,<1      ,81.67
2016-2018,3,Female,1-4,80.97
2016-2018,3,Female,5-9,77.02
2016-2018,3,Female,10-14,72.04
2016-2018,3,Female,15-19   ,67.07
2016-2018,3,Female,20-24   ,62.12
2016-2018,3,Female,25-29   ,57.17
2016-2018,3,Female,30-34   ,52.24
2016-2018,3,Female,35-39   ,47.35
2016-2018,3,Female,40-44   ,42.53
2016-2018,3,Female,45-49   ,37.79
2016-2018,3,Female,50-54   ,33.13
2016-2018,3,Female,55-59   ,28.59
2016-2018,3,Female,60-64   ,24.2
2016-2018,3,Female,65-69   ,20.05
2016-2018,3,Female,70-74   ,16.1
2016-2018,3,Female,75-79   ,12.47
2016-2018,3,Female,80-84   ,9.29
2016-2018,3,Female,85-89   ,6.64
2016-2018,3,Female,90+     ,4.6
2016-2018,4,Male,<1      ,78.81
2016-2018,4,Male,1-4,78.15
2016-2018,4,Male,5-9,74.21
2016-2018,4,Male,10-14,69.25
2016-2018,4,Male,15-19   ,64.28
2016-2018,4,Male,20-24   ,59.37
2016-2018,4,Male,25-29   ,54.48
2016-2018,4,Male,30-34   ,49.63
2016-2018,4,Male,35-39   ,44.8
2016-2018,4,Male,40-44   ,40.04
2016-2018,4,Male,45-49   ,35.39
2016-2018,4,Male,50-54   ,30.85
2016-2018,4,Male,55-59   ,26.42
2016-2018,4,Male,60-64   ,22.19
2016-2018,4,Male,65-69   ,18.22
2016-2018,4,Male,70-74   ,14.54
2016-2018,4,Male,75-79   ,11.15
2016-2018,4,Male,80-84   ,8.26
2016-2018,4,Male,85-89   ,5.9
2016-2018,4,Male,90+     ,4.26
2016-2018,4,Female,<1      ,82.44
2016-2018,4,Female,1-4,81.76
2016-2018,4,Female,5-9,77.8
2016-2018,4,Female,10-14,72.83
2016-2018,4,Female,15-19   ,67.85
2016-2018,4,Female,20-24   ,62.91
2016-2018,4,Female,25-29   ,57.97
2016-2018,4,Female,30-34   ,53.03
2016-2018,4,Female,35-39   ,48.14
2016-2018,4,Female,40-44   ,43.29
2016-2018,4,Female,45-49   ,38.51
2016-2018,4,Female,50-54   ,33.84
2016-2018,4,Female,55-59   ,29.27
2016-2018,4,Female,60-64   ,24.83
2016-2018,4,Female,65-69   ,20.58
2016-2018,4,Female,70-74   ,16.57
2016-2018,4,Female,75-79   ,12.81
2016-2018,4,Female,80-84   ,9.51
2016-2018,4,Female,85-89   ,6.69
2016-2018,4,Female,90+     ,4.58
2016-2018,5,Male,<1      ,79.86
2016-2018,5,Male,1-4,79.15
2016-2018,5,Male,5-9,75.19
2016-2018,5,Male,10-14,70.21
2016-2018,5,Male,15-19   ,65.25
2016-2018,5,Male,20-24   ,60.34
2016-2018,5,Male,25-29   ,55.47
2016-2018,5,Male,30-34   ,50.61
2016-2018,5,Male,35-39   ,45.79
2016-2018,5,Male,40-44   ,41.01
2016-2018,5,Male,45-49   ,36.32
2016-2018,5,Male,50-54   ,31.73
2016-2018,5,Male,55-59   ,27.25
2016-2018,5,Male,60-64   ,22.94
2016-2018,5,Male,65-69   ,18.84
2016-2018,5,Male,70-74   ,15.03
2016-2018,5,Male,75-79   ,11.52
2016-2018,5,Male,80-84   ,8.48
2016-2018,5,Male,85-89   ,5.96
2016-2018,5,Male,90+     ,4.16
2016-2018,5,Female,<1      ,83.35
2016-2018,5,Female,1-4,82.62
2016-2018,5,Female,5-9,78.66
2016-2018,5,Female,10-14,73.67
2016-2018,5,Female,15-19   ,68.7
2016-2018,5,Female,20-24   ,63.75
2016-2018,5,Female,25-29   ,58.81
2016-2018,5,Female,30-34   ,53.89
2016-2018,5,Female,35-39   ,48.99
2016-2018,5,Female,40-44   ,44.13
2016-2018,5,Female,45-49   ,39.34
2016-2018,5,Female,50-54   ,34.63
2016-2018,5,Female,55-59   ,30.01
2016-2018,5,Female,60-64   ,25.51
2016-2018,5,Female,65-69   ,21.19
2016-2018,5,Female,70-74   ,17.07
2016-2018,5,Female,75-79   ,13.21
2016-2018,5,Female,80-84   ,9.77
2016-2018,5,Female,85-89   ,6.85
2016-2018,5,Female,90+     ,4.65
2016-2018,6,Male,<1      ,80.63
2016-2018,6,Male,1-4,79.89
2016-2018,6,Male,5-9,75.91
2016-2018,6,Male,10-14,70.94
2016-2018,6,Male,15-19   ,65.97
2016-2018,6,Male,20-24   ,61.06
2016-2018,6,Male,25-29   ,56.19
2016-2018,6,Male,30-34   ,51.32
2016-2018,6,Male,35-39   ,46.48
2016-2018,6,Male,40-44   ,41.67
2016-2018,6,Male,45-49   ,36.93
2016-2018,6,Male,50-54   ,32.3
2016-2018,6,Male,55-59   ,27.77
2016-2018,6,Male,60-64   ,23.36
2016-2018,6,Male,65-69   ,19.21
2016-2018,6,Male,70-74   ,15.29
2016-2018,6,Male,75-79   ,11.69
2016-2018,6,Male,80-84   ,8.57
2016-2018,6,Male,85-89   ,6.04
2016-2018,6,Male,90+     ,4.19
2016-2018,6,Female,<1      ,83.89
2016-2018,6,Female,1-4,83.16
2016-2018,6,Female,5-9,79.19
2016-2018,6,Female,10-14,74.22
2016-2018,6,Female,15-19   ,69.24
2016-2018,6,Female,20-24   ,64.29
2016-2018,6,Female,25-29   ,59.35
2016-2018,6,Female,30-34   ,54.41
2016-2018,6,Female,35-39   ,49.5
2016-2018,6,Female,40-44   ,44.62
2016-2018,6,Female,45-49   ,39.82
2016-2018,6,Female,50-54   ,35.08
2016-2018,6,Female,55-59   ,30.43
2016-2018,6,Female,60-64   ,25.9
2016-2018,6,Female,65-69   ,21.49
2016-2018,6,Female,70-74   ,17.32
2016-2018,6,Female,75-79   ,13.38
2016-2018,6,Female,80-84   ,9.87
2016-2018,6,Female,85-89   ,6.88
